Code,Smiles
IS00367,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OC)cc1OC
IS00368,CCOC(=O)C1=C(C)NC(=O)NC1c1cccc(OC)c1OC
IS00369,CCOC(=O)C1=C(C)NC(=O)NC1c1ccccc1Cl
IS00370,CCOC(=O)C1=C(C)NC(=O)NC1\C=C/c1cccc(O)c1
IS00371,CCOC(=O)C1=C(C)NC(=O)NC1c1cccc2OCOc12
IS00382,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCC(=O)CC1
IS00383,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCC(O)CC1
IS00384,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NCCCCCCO
IS00385,[H][C@]12C\C=C/C[C@@H](OC(=O)C[C@@]([H])(O1)[C@@H](OCc1ccc(OC)cc1)C=C2)c1ccc(Br)cc1
IS00386,[H][C@]12C\C=C/C[C@@H](OC(=O)C[C@@]([H])(O1)[C@@H](OC)C=C2)c1ccc(cc1)-c1ccccc1C(F)(F)F
IS00387,[H][C@]12C\C=C/C[C@@H](OC(=O)C[C@@]([H])(O1)[C@@H](OCc1ccc(OC)cc1)C=C2)c1ccc(Cl)cc1Cl
IS00388,O(c1ccccc1)c1ccc(cc1)-c1ccc2nccc(-c3ccc(Oc4ccccc4)cc3)c2c1
IS00389,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(cc1)-c1ccc2nccc(-c3ccncc3)c2c1
IS00390,N(c1ccccc1)c1ccnc2ccc(cc12)-c1ccc(Oc2ccccc2)cc1
IS00391,N(c1ccccc1)c1ccnc2ccc(cc12)-c1ccccc1Oc1ccccc1
IS00392,Oc1cccc(c1)-c1ccc2nccc(Nc3ccccc3)c2c1
IS00393,CCOC(=O)C1=C(C)NC(=O)NC1c1ccc2nccc(-c3ccncc3)c2c1
IS00394,CNC(=O)C(C)(C)NC(=O)[C@@H]1CCCN1C(=O)CC1(CNC(=O)OC(C)(C)C)CCCCC1
IS00395,CNC(=O)C(C)(C)NC(=O)C1CCCN1C(=O)CC1(CNC(=O)OC(C)(C)C)CCCCC1
IS00396,CNC(=O)[C@@H]1CCCN1C(=O)CC1(CNC(=O)OC(C)(C)C)CCCCC1
IS00397,CNC(=O)C1CCCN1C(=O)CC1(CNC(=O)OC(C)(C)C)CCCCC1
IS00398,COC(=O)CC1(CCC(CC1)C(C)(C)C)NC(=O)c1cnccn1
IS00399,CC(C1CCc2c(C)cc(O)c(C)c2C1)C(O)=O
IS00400,CC1(C)O[C@H]2O[C@H]3[C@H](OCC(=C)c4ccccc4SC[C@H]3O)[C@H]2O1
IS00401,CC1(C)O[C@H]2O[C@@H]([C@H](OCc3ccccc3)[C@H]2O1)C1CSc2ccccc2C(=C)CO1
IS00402,C=C1CO[C@H]2C(O[C@H](COCc3ccccc3)[C@@H]2OCc2ccccc2)Sc2ccccc12
IS00403,C=C1CO[C@H]2[C@@H](O[C@H](COCc3ccccc3)[C@@H]2OCc2ccccc2)Sc2ccccc12
IS00404,C=C1CO[C@H]2[C@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)Sc2ccccc12
IS00405,C=C1CO[C@H]2[C@@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)Sc2ccccc12
IS00406,CC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1
IS00407,CC(=O)c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c1ccc(C)cc1
IS00408,CC(=O)c1ccc(cc1)N(Cc1ccccc1)S(=O)(=O)c1ccccc1
IS00409,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccc(OC(F)(F)F)cc1)S(=O)(=O)c1ccccc1
IS00410,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccc(cc1)C(F)(F)F)S(=O)(=O)c1ccccc1
IS00411,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccccc1C(F)(F)F)S(=O)(=O)c1ccccc1
IS00413,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccc(F)cc1)S(=O)(=O)c1ccccc1
IS00414,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccccc1)S(=O)(=O)c1ccccc1
IS00415,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1c(C)cccc1C)S(=O)(=O)c1ccccc1
IS00416,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F)S(=O)(=O)c1ccccc1
IS00417,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccc(cc1)C(C)=O)S(=O)(=O)c1ccccc1
IS00418,COC(=O)c1ccc(cc1)-n1cc(CN(c2ccc(cc2)C(C)=O)S(=O)(=O)c2ccccc2)nn1
IS00420,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccc(Cl)cc1)S(=O)(=O)c1ccccc1
IS00421,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccc(C)cc1)S(=O)(=O)c1ccccc1
IS00422,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccccc1F)S(=O)(=O)c1ccccc1
IS00424,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccccc1C)S(=O)(=O)c1ccccc1
IS00425,CC(=O)c1ccc(cc1)N(Cc1cn(nn1)-c1ccccc1C#N)S(=O)(=O)c1ccccc1
IS00426,COc1ccc(cc1)-n1cc(CN(c2ccc(cc2)C(C)=O)S(=O)(=O)c2ccccc2)nn1
IS00427,c1c(noc1-c1ccccc1)-c1ccccc1
IS00428,COc1ccc(cc1F)-c1cc(on1)-c1ccccc1
IS00429,CCCCCCCCc1cc(no1)-c1ccc(F)c(Br)c1
IS00430,CCCCCCc1cc(no1)-c1ccc(F)c(Br)c1
IS00431,CCCCCCc1cc(no1)-c1c(Cl)cccc1Cl
IS00432,CCCCc1cc(no1)-c1cccc(Cl)c1
IS00433,CCCCCCCCc1cc(no1)-c1c(Cl)cccc1Cl
IS00434,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CCC(OC(C)=O)[C@](C)(N=C=O)C3CC[C@@]12C
IS00435,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CCC(OC(C)=O)[C@](C)(NC(=O)CCCC(=O)OC)C3CC[C@@]12C
IS00436,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CCC(OC(C)=O)[C@](C)(NC(=O)CCCCC(=O)OC)C3CC[C@@]12C
IS00437,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CCC(OC(C)=O)[C@](C)(NC(=O)CCCCCCC(=O)OC)C3CC[C@@]12C
IS00438,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CCC(OC(C)=O)[C@](C)(NC(=O)CCCCCCCC(=O)OC)C3CC[C@@]12C
IS00439,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CCC(O)[C@](C)(NC(=O)CCCCC(O)=O)C3CC[C@@]12C
IS00440,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CCC(O)[C@](C)(NC(=O)CCCC(=O)NO)C3CC[C@@]12C
IS00441,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CCC(O)[C@](C)(NC(=O)CCCCCCC(=O)NO)C3CC[C@@]12C
IS00442,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CCC(O)[C@](C)(NC(=O)CCCC(O)=O)C3CC[C@@]12C
IS00443,Cc1noc(C)c1Cn1cc(-c2ccnc(N)n2)c2ccccc12
IS00444,Nc1nccc(n1)-c1cn(Cc2ccc(Cl)s2)c2ccccc12
IS00445,O=C1NC(Nc2ccccc12)c1c[nH]c2ccccc12
IS00446,Brc1ccc2[nH]cc(C3NC(=O)c4ccccc4N3)c2c1
IS00447,Ic1ccc2[nH]cc(-c3nc4ccccc4c(=O)[nH]3)c2c1
IS00448,Nc1nccc(n1)-c1cn(C(=O)N2CCOCC2)c2ccc(Br)cc12
IS00449,Nc1nccc(n1)-c1cn(C(=O)c2ccccc2)c2ccc(Br)cc12
IS00450,CN1CCN(CC1)C(=O)n1cc(-c2ccnc(N)n2)c2cc(Br)ccc12
IS00451,Cc1noc(C)c1Cn1cc(-c2ccnc(N)n2)c2cc(Br)ccc12
IS00452,Nc1nccc(n1)-c1cn(Cc2ccc(Cl)s2)c2ccc(Br)cc12
IS00453,Nc1nccc(n1)-c1cn(CN2C(=O)c3ccccc3C2=O)c2ccccc12
IS00454,Nc1nccc(n1)-c1cn(CN2C(=O)c3ccccc3C2=O)c2ccc(Br)cc12
IS00457,CC(C)(C)OC(=O)\C=C\C[C@H](O)c1ccc(Br)cc1
IS00458,CC(C)(C)OC(=O)\C=C\C[C@H](O)c1ccc(Cl)cc1Cl
IS00459,COc1ccc(CC(NC(=O)OC(C)(C)C)C(=O)NCCC(=O)O[C@@H](CC(C)C)C(=O)O[C@@H](C\C=C\C(=O)OC(C)(C)C)c2ccc(Cl)cc2Cl)cc1
IS00460,COc1ccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)NCCC(=O)O[C@@H](CC(C)C)C(=O)O[C@@H](C\C=C\C(=O)OC(C)(C)C)c2ccc(Cl)cc2Cl)cc1
IS00461,COc1ccc(CC(NC(=O)OC(C)(C)C)C(=O)NCCC(=O)O[C@@H](CC(C)C)C(=O)O[C@@H](C\C=C\C(=O)OC(C)(C)C)c2ccc(Br)cc2)cc1
IS00462,CC1(C)Oc2ccc(cc2O1)C1N2C(Cc3c1[nH]c1ccccc31)C(=O)N(CCc1ccccc1)CC2=O
IS00463,CC1(C)Oc2ccc(cc2O1)[C@@H]1N2C(Cc3c1[nH]c1ccccc31)C(=O)N(CCc1c[nH]c3ccccc13)CC2=O
IS00464,CC1(C)Oc2ccc(cc2O1)[C@H]1N2C(Cc3c1[nH]c1ccccc31)C(=O)N(CC#C)CC2=O
IS00465,CC1(C)Oc2ccc(cc2O1)C1N2C(Cc3c1[nH]c1ccccc31)C(=O)N(CCO)CC2=O
IS00466,CC1(C)Oc2ccc(cc2O1)[C@H]1N2C(Cc3c1[nH]c1ccccc31)C(=O)N(CCO)CC2=O
IS00467,COC(=O)c1cc2c3ccccc3[nH]c2c(Cc2ccc(OC)cc2OC)n1
IS00468,COc1ccc(cc1)[C@H]1N2C(Cc3c1[nH]c1ccccc31)C(=O)N(CC#C)CC2=O
IS00469,COc1ccc(cc1OC)[C@H]1N2C(Cc3c1[nH]c1ccccc31)C(=O)N(CC#C)CC2=O
IS00470,COc1ccccc1[C@H]1N2C(Cc3c1[nH]c1ccccc31)C(=O)N(CC#C)CC2=O
IS00471,COC(=O)c1cc2c3ccccc3[nH]c2c(Cc2ccc3OCOc3c2)n1
IS00472,COC(=O)c1cc2c3ccccc3[nH]c2c(Cc2ccccc2OC)n1
IS00473,COc1ccc(cc1)C(=O)CC(C)O
IS00474,O=CC1=CO[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1
IS00475,O=C1CCCCN1CSc1ccc2ccccc2c1
IS00476,Cc1ccc(SCN2CCCC2=O)cc1
IS00477,COc1ccc(SCN2CCCC2=O)cc1
IS00478,Clc1ccc(SCN2CCCC2=O)cc1
IS00479,O=C1CCCN1CSc1ccc2ccccc2c1
IS00480,O=C1CCCN1CSc1ccccc1
IS00481,Cc1ccc(SCN2CCCCCC2=O)cc1
IS00482,COc1ccc(SCN2CCCCCC2=O)cc1
IS00483,O=C1CCCCCN1CSc1ccc2ccccc2c1
IS00484,Cc1ccc(SCN2CCCCC2=O)cc1
IS00485,COc1ccc(SCN2CCCCC2=O)cc1
IS00486,Nc1nccc(n1)-c1cn(c2ncccc12)S(=O)(=O)c1ccc(cc1)C(F)(F)F
IS00487,Cc1ccc(cc1)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2cccnc12
IS00488,Nc1nccc(n1)-c1cn(c2ncccc12)S(=O)(=O)c1ccc(F)cc1
IS00489,Nc1nccc(n1)-c1cn(c2ncccc12)S(=O)(=O)c1ccc(Br)cc1
IS00490,CC(=O)Nc1ccc(cc1)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2cccnc12
IS00491,CSc1nccc(n1)-c1c[nH]c2ncccc12
IS00492,Cn1cncc1S(=O)(=O)n1cc(-c2ccnc(N)n2)c2cccnc12
IS00493,CN1CCN(CC1)c1nccc(n1)-c1c[nH]c2ncccc12
IS00494,C1CCN(C1)c1nccc(n1)-c1c[nH]c2ncccc12
IS00495,CC(=O)c1c(C)n(cc1-c1ccccc1)-c1ccccc1
IS00496,COc1ccc(cc1)-c1cn(c(C)c1C(C)=O)-c1ccc(F)cc1
IS00497,COc1ccc(cc1)-c1cn(c(C)c1C(C)=O)-c1ccc(OC)cc1
IS00498,COc1ccc(cc1)-c1cn(c(C)c1C(C)=O)-c1ccc(C)cc1
IS00499,CC(=O)c1c(C)n(cc1-c1ccc(Cl)cc1)C1CCCCC1
IS00500,CC(=O)c1c(C)n(cc1-c1ccccc1)-c1ccc(F)cc1
IS00501,CC(=O)c1c(C)n(cc1-c1ccc(Cl)cc1)-c1ccc(F)cc1
IS00502,COc1ccc(cc1)-c1cn(C2CCCCC2)c(C)c1C(C)=O
IS00503,CC(=O)c1c(C)n(cc1-c1cc(F)cc(F)c1)-c1ccc(F)cc1
IS00504,CC(=O)c1c(C)n(cc1-c1cc(F)cc(F)c1)-c1ccccc1
IS00505,CC(=O)c1c(C)n(cc1-c1cc(F)cc(F)c1)C1CCCCC1
IS00506,COc1ccc(cc1)-n1cc(c(C(C)=O)c1C)-c1cc(F)cc(F)c1
IS00507,CC(=O)c1c(C)n(cc1-c1ccc(F)cc1)C1CCCCC1
IS00508,CC(=O)c1c(C)n(cc1-c1ccc(F)cc1)-c1ccc(F)cc1
IS00509,CC(=O)c1c(C)n(cc1-c1ccc(F)cc1)-c1ccc(C)cc1
IS00510,CC(=O)c1c(C)n(cc1-c1ccc(F)cc1)-c1ccc(Br)cc1
IS00511,COc1ccc(cc1)-n1cc(c(C(C)=O)c1C)-c1ccc(F)cc1
IS00512,CCC(=O)C1=C(O)C(CC=C(C)C)(CC=C(C)C)C(O)=C(C(=O)CC)C1=O
IS00513,CC(C)CC(=O)C1=C(O)C(CC=C)(CC=C)C(=O)C(CC=C)(CC=C)C1=O
IS00514,CC(C)CC(=O)C1=C(O)C(CC=C)(CC=C)C(O)=C(C(=O)CC(C)C)C1=O
IS00515,CC(C)C(=O)C1=C(O)C(CC=C)(CC=C)C(=O)C(CC=C)(CC=C)C1=O
IS00517,O=C(N1CCc2c(C1)[nH]c1ccccc21)c1cnccn1
IS00519,C(N1CCc2c(C1)[nH]c1ccccc21)c1ccc2ccccc2n1
IS00520,O=C(c1ccccc1)c1nccc2c3ccccc3[nH]c12
IS00521,Clc1ccc(C(=O)c2nccc3c4ccccc4[nH]c23)c(Cl)c1
IS00522,COc1ccc(C(=O)c2nccc3c4ccccc4[nH]c23)c(OC)c1
IS00523,Oc1ccc(F)cc1C(=O)c1nccc2c3ccccc3[nH]c12
IS00524,Fc1cc(C(=O)c2nccc3c4ccccc4[nH]c23)c(Cl)cc1Cl
IS00525,Fc1cccc(Cl)c1C(=O)c1nccc2c3ccccc3[nH]c12
IS00526,Fc1cc(Cl)c(cc1F)C(=O)c1nccc2c3ccccc3[nH]c12
IS00527,CCSC1OC2COC(C)(OC2C(O)C1OCC=C)c1ccccc1
IS00528,COC1OC2COC(C)(OC2C(O)C1O)c1ccccc1
IS00529,CC1OC(Sc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1
IS00530,CC(=O)OC1C(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)OC(Sc2ccccc2)C(OC(C)=O)C1OC(C)=O
IS00531,CC(=O)OCC1OC(Sc2ccccc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
IS00532,COc1ccc2cc(Cl)c(C=O)cc2c1
IS00533,CCCCCCCC1NC(=O)NC(C)=C1C(=O)OCC
IS00534,CCOC(=O)C1=C(C)NC(=O)NC1C1=C(C)c2ccc(OC)cc2CC1(C)C
IS00535,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
IS00536,C1CN(CCO1)c1nc(nc(n1)-n1cnc2cncnc12)N1CCOCC1
IS00537,Nc1ncnc2n(cnc12)-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
IS00538,Cc1ccc(cc1)S(=O)(=O)NC1CCN(CC1)c1nc(nc(n1)-n1c(nc2ccccc12)C(F)F)N1CCOCC1
IS00540,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCC(CC1)NS(=O)(=O)c1ccc(Br)cc1)N1CCOCC1
IS00541,COc1ccc(cc1)S(=O)(=O)NC1CCN(CC1)c1nc(nc(n1)-n1c(nc2ccccc12)C(F)F)N1CCOCC1
IS00542,CC1(C)Oc2c(C=C1)c(OCc1ccccc1)c(Cc1ccccc1)c(O)c2C(=O)\C=C\c1ccccc1
IS00543,CC1(C)Oc2c(C=C1)c(OCc1ccccc1)cc(O)c2C(=O)\C=C\c1ccccc1
IS00544,CC(C)=CCc1c(O)c(Cc2c(O)c(C)c(O)c(C(C)=O)c2O)c2OC(CC(=O)c2c1O)c1ccccc1
IS00545,CC1(C)Oc2c(C=C1)c(O)c(Cc1c(O)c3C=CC(C)(C)Oc3c(C(=O)\C=C/c3ccccc3)c1O)c(O)c2C(=O)\C=C\c1ccccc1
IS00546,Nc1nccc(n1)-c1cn(c2ccccc12)S(=O)(=O)c1ccc(F)cc1F
IS00547,Cc1cc(C)c(c(C)c1)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2ccccc12
IS00548,Cc1c(C)c(C)c(c(C)c1C)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2ccccc12
IS00549,COc1ccc(cc1)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2ccccc12
IS00551,COc1ccc(cc1)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2cc(Br)ccc12
IS00552,Cc1cc(C)c(c(C)c1)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2cc(Br)ccc12
IS00553,Nc1nccc(n1)-c1cn(c2ccccc12)S(=O)(=O)c1ccc(cc1)C(F)(F)F
IS00554,Nc1nccc(n1)-c1cn(c2ccccc12)S(=O)(=O)c1cccc(c1)C(F)(F)F
IS00555,Nc1nccc(n1)-c1cn(c2ccccc12)S(=O)(=O)c1ccc(cc1)C#N
IS00556,Nc1nccc(n1)-c1cn(c2ccccc12)S(=O)(=O)c1ccc2OCCOc2c1
IS00557,Nc1nccc(n1)-c1cn(c2ccccc12)S(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
IS00558,CC(C)(C)c1ccc(cc1)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2ccccc12
IS00559,Nc1nccc(n1)-c1cn(c2ccccc12)S(=O)(=O)c1ccc2ccccc2c1
IS00561,Nc1nccc(n1)-c1cn(c2ccc(Br)cc12)S(=O)(=O)c1ccc(cc1)C#N
IS00562,Nc1nccc(n1)-c1cn(c2ccc(Br)cc12)S(=O)(=O)c1cccc(c1)C(F)(F)F
IS00563,Nc1nccc(n1)-c1cn(c2ccc(Br)cc12)S(=O)(=O)c1ccc2OCCOc2c1
IS00564,Nc1nccc(n1)-c1cn(c2ccc(Br)cc12)S(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F
IS00565,CC(C)(C)c1ccc(cc1)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2cc(Br)ccc12
IS00566,Nc1nccc(n1)-c1cn(c2ccc(Br)cc12)S(=O)(=O)c1ccc(cc1)C(F)(F)F
IS00567,Cc1c(C)c(C)c(c(C)c1C)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2cc(Br)ccc12
IS00569,Nc1nccc(n1)-c1cn(c2ccc(Br)cc12)S(=O)(=O)c1ccc(OC(F)(F)F)cc1
IS00570,CC(=O)Nc1ccc(cc1)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2cc(Br)ccc12
IS00571,COc1ccc(cc1OC)S(=O)(=O)n1cc(-c2ccnc(N)n2)c2ccccc12
IS00572,Nc1nccc(n1)-c1cn(c2ccccc12)S(=O)(=O)c1ccc(Br)cc1
IS00573,Nc1nccc(n1)-c1cn(c2ccccc12)S(=O)(=O)c1ccc(Cl)cc1Cl
IS00574,COc1ccc(Br)cc1S(=O)(=O)n1cc(-c2ccnc(N)n2)c2ccccc12
IS00575,Nc1nccc(n1)-c1cn(c2ccccc12)S(=O)(=O)c1ccc(I)cc1
IS00576,Cc1ccc(OC(=O)Nc2ccc(Cc3ccc(NC(=O)Oc4ccc(C)cc4)cc3)cc2)cc1
IS00577,COc1ccc(OC(=O)N(c2ccccc2)c2ccccc2)cc1
IS00578,Cc1ccc(OC(=O)Nc2ccc(cc2)C(F)(F)F)cc1
IS00579,COc1ccc(OC(=O)Nc2ccc(c(Cl)c2)C(F)(F)F)cc1
IS00580,COc1ccc(NC(=O)Oc2ccc(C)cc2)cc1
IS00581,COc1ccc(OC(=O)Nc2cnc3ccccc3c2)cc1
IS00582,COc1ccc(OC(=O)Nc2ccc(SC(F)(F)F)cc2)cc1
IS00583,CC1(C)O[C@H]2O[C@H]3[C@H](OCC#Cc4ccccc4C(=O)O[C@H]3COC(c3ccccc3)(c3ccccc3)c3ccccc3)[C@H]2O1
IS00587,Cc1ccc(cc1)S(=O)(=O)OC[C@@H]1OC(=O)c2ccccc2C#CCO[C@@H]2[C@H]3OC(C)(C)O[C@H]3O[C@H]12
IS00585,CC(C)(C)[Si](OC[C@@H]1OC(=O)c2ccccc2C#CCO[C@@H]2[C@H]3OC(C)(C)O[C@H]3O[C@H]12)(c1ccccc1)c1ccccc1
IS00586,CC1(C)O[C@H]2O[C@H]3[C@H](OCC#Cc4ccccc4C(=O)O[C@H]3COCc3ccccc3)[C@H]2O1
IS00587,COc1ccc(COC[C@@H]2OC(=O)c3ccccc3C#CCO[C@@H]3[C@H]4OC(C)(C)O[C@H]4O[C@H]23)cc1
IS00588,COC[C@@H]1OC(=O)c2ccccc2C#CCO[C@@H]2[C@H]3OC(C)(C)O[C@H]3O[C@H]12
IS00589,CC1(C)O[C@H]2O[C@H]3[C@H](OCC#Cc4ccccc4C(=O)OC[C@@H]3OCc3ccccc3)[C@H]2O1
IS00590,CC1(C)O[C@H]2O[C@@H]3COC(=O)c4ccccc4C#CCO[C@@H]3[C@H]2O1
IS00591,CC1(C)O[C@H]2O[C@@H]3COC(=O)c4ccccc4C#CCOC3[C@H]2O1
IS00592,CC1(C)O[C@H]2O[C@@H]([C@H](OCc3ccccc3)[C@H]2O1)[C@@H]1COC(=O)c2ccccc2C#CCO1
IS00593,O=C1O[C@H]2[C@@H](O[C@H](COCc3ccccc3)[C@@H](OCc3ccccc3)[C@@H]2OCc2ccccc2)OCC#Cc2ccccc12
IS00594,O=C1c2ccccc2-c2nccc3c4ccccc4nc1c23
IS00595,COc1ccc2c(c1)nc1C(=O)c3ccccc3-c3nccc2c13
IS00596,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCC(CC1)OC
IS00597,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCC(CO)CC1
IS00598,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NCCc1c[nH]c2ccccc12
IS00599,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCC(Cc2ccccc2)CC1
IS00600,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NC1CCOCC1
IS00601,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCC(CCO)CC1
IS00602,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NCCCCCO
IS00603,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NCCN1CCOCC1
IS00604,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NCCCN1CCOCC1
IS00605,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NCCCO
IS00606,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC1)c1ccccn1
IS00607,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCC(C)CC1
IS00608,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC1)c1ncccn1
IS00609,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCC(CC1)NC(=O)OC(C)(C)C
IS00610,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NCCCCO
IS00611,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NC1CCC(=O)CC1
IS00612,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NCc1ccc(OC)c(F)c1
IS00614,Oc1ccc(cc1)C(c1c[nH]c2ccc(cc12)C#N)c1c[nH]c2ccc(cc12)C#N
IS00617,Cn1cc(C(c2cn(C)c3ccc(Br)cc23)c2ccc(F)cc2)c2cc(Br)ccc12
IS00618,CCCCCn1cc(C(c2cn(CCCCC)c3ccc(Br)cc23)c2ccc(F)cc2)c2cc(Br)ccc12
IS00619,Fc1ccc(Cn2cc(C(c3cn(Cc4ccc(F)cc4)c4ccc(Br)cc34)c3ccc(F)cc3)c3cc(Br)ccc23)cc1
IS00620,Fc1ccc(cc1)C(c1cn(Cc2ccc(Cl)cc2)c2ccc(Br)cc12)c1cn(Cc2ccc(Cl)cc2)c2ccc(Br)cc12
IS00621,Fc1ccc(cc1)C(c1cn(Cc2ccc(Br)cc2)c2ccc(Br)cc12)c1cn(Cc2ccc(Br)cc2)c2ccc(Br)cc12
IS00622,COc1ccc(Cn2cc(C(c3cn(Cc4ccc(OC)cc4)c4ccc(Br)cc34)c3ccc(F)cc3)c3cc(Br)ccc23)cc1
IS00623,Fc1ccc(cc1)C(c1cn(c2ccc(Br)cc12)S(=O)(=O)c1ccc(F)cc1)c1cn(c2ccc(Br)cc12)S(=O)(=O)c1ccc(F)cc1
IS00624,COc1ccc(cc1)S(=O)(=O)n1cc(C(c2cn(c3ccc(Br)cc23)S(=O)(=O)c2ccc(OC)cc2)c2ccc(F)cc2)c2cc(Br)ccc12
