Code,Smiles
IS00625,Fc1ccc(cc1)C(c1cn(Cc2ccccc2)c2ccc(Br)cc12)c1cn(Cc2ccccc2)c2ccc(Br)cc12
IS00626,Fc1ccc(cc1)C(c1cn(Cc2ccccc2I)c2ccc(Br)cc12)c1cn(Cc2ccccc2I)c2ccc(Br)cc12
IS00627,COc1cccc(Cn2cc(C(c3cn(Cc4cccc(OC)c4OC)c4ccc(Br)cc34)c3ccc(F)cc3)c3cc(Br)ccc23)c1OC
IS00628,CC(=O)OCC1OC(C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)n1ccc2cc(Br)ccc12
IS00629,CCCCCCCC(c1cn(C2OC(CO)C(O)C(O)C2O)c2ccc(Br)cc12)c1cn(C2OC(CO)C(O)C(O)C2O)c2ccc(Br)cc12
IS00630,COc1ccc2n(Cc3cn(nn3)C3OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C3OC(C)=O)ccc2c1
IS00631,CC(=O)OCC1OC(C(OC(C)=O)C(OC(C)=O)C1OC(C)=O)n1cc(Cn2ccc3cc(ccc23)C#N)nn1
IS00632,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@]2(C)CCC(OC(C)=O)[C@]1(C)N=C=O
IS00633,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(N)C(CC[C@]21C)OC(C)=O
IS00634,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCC(=O)NO)C(O)CC[C@]21C
IS00635,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCCC(=O)NO)C(O)CC[C@]21C
IS00636,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCCCCC(=O)NO)C(O)CC[C@]21C
IS00637,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCCCCCC(=O)NO)C(O)CC[C@]21C
IS00638,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CCC(O)[C@](C)(NC(=O)CCCCC(=O)NO)C3CC[C@@]12C
IS00639,CC(C)CC(=O)C1=C(O)C(C)(C)C(O)=C(C(=O)CC(C)C)C1=O
IS00640,CCC(=O)C1=C(O)C(CC=C)(CC=C)C(O)=C(C(=O)CC)C1=O
IS00641,CC(=O)C1=C(O)C(CC#C)(CC#C)C(=O)C(CC#C)(CC#C)C1=O
IS00642,CC(C)C(=O)C1=C(O)C(C)(C)C(=O)C(C)(C)C1=O
IS00643,CC(C)C(=O)C1=C(O)C(CC#C)(CC#C)C(=O)C(CC#C)(CC#C)C1=O
IS00644,OCc1occ(O)c(=O)c1C(c1c[nH]c2ccccc12)c1ccccc1
IS00645,OCc1occ(O)c(=O)c1C(c1c[nH]c2ccccc12)c1ccc(F)cc1
IS00646,OCc1occ(O)c(=O)c1C(c1c[nH]c2ccccc12)c1ccc(Cl)cc1
IS00647,OCc1occ(O)c(=O)c1C(c1c[nH]c2ccccc12)c1ccc(Br)cc1
IS00648,COc1ccc(OC)c(c1)C(O)c1c(CO)occ(O)c1=O
IS00649,COc1cccc(C(c2c[nH]c3ccccc23)c2c(CO)occ(O)c2=O)c1OC
IS00650,OCc1occ(O)c(=O)c1C(c1cccs1)c1c[nH]c2ccccc12
IS00651,OCc1occ(O)c(=O)c1C(c1c[nH]c2ccccc12)c1ccc2ccccc2c1
IS00652,CCCCCCCCC(O)c1c(CO)occ(O)c1=O
IS00653,OCc1occ(O)c(=O)c1C(c1c[nH]c2ccc(cc12)C#N)c1ccccc1
IS00654,CCCCC(O)c1c(CO)occ(O)c1=O
IS00655,COc1ccc(SC(c2ccccc2)c2c(CO)occ(O)c2=O)cc1
IS00656,OCc1occ(O)c(=O)c1C(c1c([nH]c2ccccc12)-c1ccccc1)c1ccccc1
IS00657,OCc1occ(O)c(=O)c1C(O)c1ccccc1
IS00658,COc1ccc2[nH]cc(C(c3ccccc3)c3c(CO)occ(O)c3=O)c2c1
IS00659,OCc1occ(O)c(=O)c1C(Sc1ccccc1)c1ccccc1
IS00660,OCc1occ(O)c(=O)c1C(c1ccccc1)c1ccc(O)cc1
IS00661,CCCCCn1cc(C(c2ccccc2)c2c(CO)occ(O)c2=O)c2ccccc12
IS00662,COc1ccc(cc1)C(O)c1c(CO)occ(O)c1=O
IS00663,Cc1ccc(s1)C(c1ccccc1)c1c(CO)occ(O)c1=O
IS00664,N#CCc1ccc(Nc2ncnc3ccc(cc23)-c2cncc3ccccc23)cc1
IS00665,Oc1cccc(c1)-c1ccc2ncnc(Nc3ccc(CC#N)cc3)c2c1
IS00673,C(Cc1ccccc1)Nc1nccc(n1)-c1c[nH]c2ncccc12
IS00674,C(Cc1c[nH]c2ccccc12)Nc1nccc(n1)-c1c[nH]c2ncccc12
IS00675,COc1ccc(CCNc2nccc(n2)-c2c[nH]c3ncccc23)cc1
IS00676,Nc1nccc(n1)-c1c[nH]c2ncc(cc12)-c1ccc(F)cc1
IS00677,CSc1nccc(n1)-c1c[nH]c2ncc(cc12)-c1ccc(cc1)C(F)(F)F
IS00678,COc1cc(CCNc2nccc(n2)-c2c[nH]c3ncccc23)cc(OC)c1
IS00679,Nc1nccc(n1)-c1cn(c2ncccc12)S(=O)(=O)c1ccc(OC(F)(F)F)cc1
IS00680,Nc1nccc(n1)-c1cn(c2ncccc12)S(=O)(=O)c1ccc2OCCOc2c1
IS00681,COc1ccc(C[C@@H]2NC(=O)\C=C\C[C@H](OC(=O)[C@H](CC(C)C)OC(=O)CCNC2=O)c2ccc(Br)cc2)cc1
IS00689,CC(C)(C)[Si](C)(C)O[C@@H](CC=O)c1ccc(Br)cc1
IS00690,CC(C)(C)[Si](C)(C)O[C@@H](CCO)c1ccc(Br)cc1
IS00692,CC(C)(C)[Si](C)(C)O[C@@H](CC=O)c1ccc(Cl)cc1Cl
IS00693,CC(C)(C)OC(=O)\C=C\C[C@H](O[Si](C)(C)C(C)(C)C)c1ccc(Cl)cc1Cl
IS00694,CC(C)(C)[Si](C)(C)O[C@@H](CCO)c1c(F)c(F)c(F)c(F)c1F
IS00695,CC(C)(C)[Si](C)(C)O[C@@H](CC=O)c1c(F)c(F)c(F)c(F)c1F
IS00696,CC(C)(C)OC(=O)\C=C\C[C@H](O[Si](C)(C)C(C)(C)C)c1c(F)c(F)c(F)c(F)c1F
IS00697,CC(=O)Nc1cccc(c1)-c1ccc2ncnc(Nc3ccc(CC#N)cc3)c2c1
IS00698,N#CCc1ccc(Nc2ncnc3ccc(cc23)-c2ccc3[nH]ccc3c2)cc1
IS00699,N#CCc1ccc(Nc2ncnc3ccc(cc23)-c2cnc3ccccc3c2)cc1
IS00700,Fc1cc(ccc1-c1ccc2ncnc(Nc3ccc(CC#N)cc3)c2c1)-c1ccccc1
IS00701,CC(=O)c1ccc(cc1)-c1ccc2ncnc(Nc3ccc(CC#N)cc3)c2c1
IS00702,C(c1c(nc2ccccn12)-c1ccco1)c1ccccc1
IS00703,Clc1ccc(cc1)-c1nc2ccc(Cl)cn2c1Cc1ccccc1
IS00704,COc1ccc(cc1)-c1nc2ccc(Cl)cn2c1Cc1ccccc1
IS00705,Clc1ccc2nc(-c3ccco3)c(Cc3ccccc3)n2c1
IS00706,Fc1cc(F)cc(c1)-c1nc2ccc(Cl)cn2c1Cc1ccccc1
IS00707,COc1ccc(cc1)-c1nc2ccc(F)cn2c1Cc1ccccc1
IS00709,CCOC(=O)c1cc(-c2ccccc2)c2cc(OC)ccc2n1
IS00710,CCOC(=O)c1cc(-c2ccsc2)c2cc(OC)ccc2n1
IS00711,CCOC(=O)c1cc(-c2ccc(cc2)C(C)(C)C)c2cc(OC)ccc2n1
IS00712,CCOC(=O)c1cc(-c2ccc(Br)cc2)c2cc(OC)ccc2n1
IS00713,CCOC(=O)c1cc(-c2ccc(OC)cc2)c2cc(OC)ccc2n1
IS00714,CCOC(=O)c1cc(-c2cccc(C)c2)c2cc(OC)ccc2n1
IS00715,CCOC(=O)c1cc(-c2cccc(Cl)c2)c2cc(OCc3ccccc3)ccc2n1
IS00728,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCC(CC1)N1CCCCC1
IS00729,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC1)c1ccncc1
IS00730,CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)NCCCN(C)C
IS00731,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCCC(=O)OC)C(CC[C@]21C)OC(C)=O
IS00732,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCCCCC(=O)OC)C(CC[C@]21C)OC(C)=O
IS00733,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCCCCCC(=O)OC)C(CC[C@]21C)OC(C)=O
IS00734,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCC(O)=O)C(O)CC[C@]21C
IS00735,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCCC(O)=O)C(O)CC[C@]21C
IS00736,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCCCCC(O)=O)C(O)CC[C@]21C
IS00737,[H][C@]12CC=C3[C@]4([H])[C@@H](C)[C@H](C)CC[C@]4(C)CC[C@@]3(C)[C@]1(C)CCC1[C@@](C)(NC(=O)CCCCCCCC(O)=O)C(O)CC[C@]21C
IS00738,COc1cc(C2C3C(COC3=O)C(O)c3cc4OCOc4cc23)c(Br)c(OC)c1OC
IS00739,C(OCc1ccccc1)[C@H]1OC2Sc3ccccc3C#CCO[C@@H]2[C@H]1OCc1ccccc1
IS00740,C(OCc1ccccc1)[C@H]1O[C@H]2Sc3ccccc3C#CCO[C@@H]2[C@H]1OCc1ccccc1
IS00741,C(OCc1ccccc1)[C@H]1O[C@@H]2Sc3ccccc3C#CCO[C@@H]2[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1
IS00742,C(OCc1ccccc1)[C@H]1O[C@H]2Sc3ccccc3C#CCO[C@@H]2[C@@H](OCc2ccccc2)[C@@H]1OCc1ccccc1
IS00743,CC(=O)O[C@@H]1CSc2ccccc2C#CCO[C@@H]2[C@H]3OC(C)(C)O[C@H]3O[C@H]12
IS00744,CC1(C)O[C@H]2O[C@@H]([C@H](OCc3ccccc3)[C@H]2O1)[C@H]1CSc2ccccc2C#CCO1
IS00745,CC1(C)O[C@H]2O[C@H]3C(OCC#Cc4ccccc4SC[C@H]3O)[C@H]2O1
IS00747,C(O[C@H]1[C@H]2COCC#Cc3ccccc3S[C@H](O2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1)c1ccccc1
IS00748,C(O[C@H]1[C@H]2COCC#Cc3ccccc3S[C@@H](O2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1)c1ccccc1
IS00749,CO[C@H]1[C@H]2COCC#Cc3ccccc3S[C@@H](O2)[C@H](OC)[C@H]1OC
IS00750,CO[C@H]1[C@H]2COCC#Cc3ccccc3S[C@H](O2)[C@H](OC)[C@H]1OC
IS00751,CC1(C)O[C@H]2O[C@@H]([C@H](OCc3ccccc3)[C@H]2O1)C1COCc2ccccc2C#CCO1
IS00752,CO[C@H]1O[C@@H]2COCC#Cc3ccccc3CO[C@H]2[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1
IS00753,CO[C@H]1O[C@@H]2COCC#Cc3ccc(CO[C@H]2[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1)cc3
IS00754,C(OCc1ccccc1)[C@@H]1O[C@@H]2OCC#Cc3ccc(COC2[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1)cc3
IS00755,CC1(C)O[C@H]2O[C@H]3[C@H](OCc4ccccc4C#CCOCC3OCc3ccccc3)[C@H]2O1
IS00756,CC1(C)O[C@H]2O[C@H]3[C@H](OCC#Cc4ccccc4COC3COCc3ccccc3)[C@H]2O1
IS00757,CC(C)(C)[Si](OCC1OCC#Cc2ccccc2CO[C@@H]2[C@H]3OC(C)(C)O[C@H]3O[C@H]12)(c1ccccc1)c1ccccc1
IS00758,CC1(C)O[C@H]2O[C@@H]3COCC#Cc4ccccc4COC3[C@H]2O1
IS00759,O=C1NCCC(c2c[nH]c3ncccc23)c2c1[nH]c1ccccc21
IS00760,Brc1ccc2[nH]cc(C3CCNC(=O)C4Nc5ccccc5C34)c2c1
IS00761,O=C1NCCC(c2c1[nH]c1ccccc21)n1cc(nn1)-c1ccccc1
IS00762,Cc1ccc(cc1)-c1cn(nn1)C1CCNC(=O)c2[nH]c3ccccc3c12
IS00763,Fc1ccc(cc1)-c1cn(nn1)C1CCNC(=O)c2[nH]c3ccccc3c12
IS00764,COc1ccc(cc1)-c1cn(nn1)C1CCNC(=O)c2[nH]c3ccccc3c12
IS00765,O=C1NCCC(c2c1[nH]c1ccccc21)n1cc(COc2ccccc2)nn1
IS00766,Fc1ccc(OCc2cn(nn2)C2CCNC(=O)c3[nH]c4ccccc4c23)cc1
IS00767,FC(F)(F)c1cccc(c1)-c1cn(nn1)C1CCNC(=O)c2[nH]c3ccccc3c12
IS00768,Cc1cccc(OCc2cn(nn2)C2CCNC(=O)c3[nH]c4ccccc4c23)c1
IS00769,O=C1NCCC(c2c1[nH]c1ccccc21)n1cc(nn1)-c1cccnc1
IS00770,Brc1ccc(cc1)-c1cn(nn1)C1CCNC(=O)c2[nH]c3ccccc3c12
IS00771,Fc1cc(F)cc(c1)-c1cn(nn1)C1CCNC(=O)c2[nH]c3ccccc3c12
IS00772,Cc1ccc(OCc2cn(nn2)C2CCNC(=O)c3[nH]c4ccccc4c23)cc1Cl
IS00773,O=C1NCCC(c2c1[nH]c1ccccc21)n1cc(CNc2ccccc2)nn1
IS00774,Brc1ccc(cc1)-c1cn(nn1)C1CCNC(=O)c2[nH]c3ccc(Br)cc3c12
IS00775,FC(F)(F)c1cccc(c1)-c1cn(nn1)C1CCNC(=O)c2[nH]c3ccc(Br)cc3c12
IS00776,Fc1ccc(cc1)-c1cn(nn1)C1CCNC(=O)c2[nH]c3ccc(Br)cc3c12
IS00777,Brc1ccc2[nH]c3c(C(CCNC3=O)n3cc(COc4ccccc4)nn3)c2c1
IS00778,Cc1ccc(OCc2cn(nn2)C2CCNC(=O)c3[nH]c4ccc(Br)cc4c23)cc1
IS00779,Brc1ccc(OCc2cn(nn2)C2CCNC(=O)c3[nH]c4ccc(Br)cc4c23)cc1
IS00780,CCOP(=O)(OCC)C(Nc1ccccc1)c1ccccc1
IS00781,CCOP(=O)(OCC)C(Nc1ccccc1)c1ccc(Cl)cc1
IS00782,CCOP(=O)(OCC)C#Cc1ccccc1
IS00783,CCOP(=O)(OCC)C#Cc1ccc(cc1)C(F)(F)F
IS00784,CCOP(=O)(OCC)C#Cc1cccc(c1)C(F)(F)F
IS00785,CCOP(=O)(OCC)\C=C/c1ccc(Cl)cc1
IS00787,CCOP(=O)(OCC)C(=Cc1cc(OC)cc(OC)c1OC)P(=O)(OCC)OCC
IS00788,CC(C)OP(=O)(OC(C)C)C(=Cc1ccccc1)P(=O)(OC(C)C)OC(C)C
IS00789,CC(C)OP(=O)(OC(C)C)C(=Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)P(=O)(OC(C)C)OC(C)C
IS00791,CCOP(=O)(OC(C)C)C(=C\c1cc(OC)c(OC)cc1OC)\P(=O)(OC(C)C)OC(C)C
IS00792,COc1cc(C=C(P(=O)(OC(C)C)OC(C)C)P(=O)(OC(C)C)OC(C)C)ccc1F
IS00793,CC(C)OP(=O)(OC(C)C)C(=Cc1ccc(cc1)N(C)C)P(=O)(OC(C)C)OC(C)C
IS00794,CC(C)OP(=O)(OC(C)C)C(=Cc1cccc2ncccc12)P(=O)(OC(C)C)OC(C)C
IS00795,Brc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
IS00796,Fc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
IS00797,CC(C)(C)c1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
IS00798,Cn1c-2c(CC(=O)Nc3ccccc-23)c2ccccc12
IS00799,Ic1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
IS00800,FC(F)(F)c1cccc2c3CC(=O)Nc4ccccc4-c3[nH]c12
IS00801,O=C(NCCc1ccccc1)c1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
IS00802,Fc1cccc(CNC(=O)c2ccc3[nH]c-4c(CC(=O)Nc5ccccc-45)c3c2)c1
IS00863,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccc(OC)cc1OC
IS00864,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccc2OCOc2c1
IS00865,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccc(OC)cc1
IS00866,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccccc1OC
IS00867,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccc(C)cc1C
IS00868,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccccc1
IS00869,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1c[nH]c2ccccc12
IS00870,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1cc(OC)c(OC)c(OC)c1
IS00871,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccccc1Cl
IS00872,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1cccc2ccccc12
IS00873,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1cc(OC)c(O)c(OC)c1
IS00874,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1cccc(c1)C(F)(F)F
IS00875,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccc(cc1)C(F)(F)F
IS00876,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccc(O)cc1
IS00877,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccc(C)cc1
IS00878,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccc(C)c(C)c1
IS00879,Clc1ccccc1C(=O)c1nccc2c3ccccc3[nH]c12
IS00880,Oc1ccc(cc1)C(=O)c1nccc2c3ccccc3[nH]c12
IS00881,COC(=O)c1cc2c3ccccc3[nH]c2c(Cc2cc(OC)c(OC)c(OC)c2)n1
IS00882,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(C)=O
IS00883,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(C)O
IS00884,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(O)c1cccc(OC)c1
IS00885,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1ccccc1C(F)(F)F
IS00886,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(O)c1ccccc1C(F)(F)F
IS00887,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(O)c1cccc(Cl)c1
IS00888,COC(=O)c1cc2c3ccccc3[nH]c2c(Cc2ccc(OCc3ccccc3)c(OC)c2)n1
IS00889,Cc1ccccc1-n1c(Cn2cc(nn2)-c2ccccc2)nc2cccc(C)c2c1=O
IS00890,Cc1cccc2nc(Cn3cc(nn3)-c3ccccc3)n(-c3ccccc3C(F)(F)F)c(=O)c12
IS00891,Cc1ccccc1-n1c(Cn2cc(nn2)-c2ccccc2C(F)(F)F)nc2cccc(C)c2c1=O
IS00892,COc1ccc(-c2cn(Cc3nc4cccc(C)c4c(=O)n3-c3ccccc3C)nn2)c(C)c1
IS00893,Cc1ccccc1-n1c(Cn2cc(nn2)-c2ccc(cc2)-c2ccccc2)nc2cccc(C)c2c1=O
IS00894,Cc1ccccc1-n1c(Cn2cc(COc3ccc(Cl)c(C)c3)nn2)nc2cccc(C)c2c1=O
IS00895,Cc1ccccc1-n1c(Cn2cc(nn2)-c2ccccc2F)nc2cccc(C)c2c1=O
IS00896,Cc1ccccc1-n1c(Cn2cc(nn2)-c2ccc(Br)cc2)nc2cccc(C)c2c1=O
IS00897,Cc1ccccc1-n1c(Cn2cc(nn2)-c2cccnc2)nc2cccc(C)c2c1=O
IS00898,Cc1ccccc1-n1c(Cn2cc(nn2)-c2ccccc2)nc2ccccc2c1=O
IS00899,Cc1ccccc1-n1c(Cn2cc(nn2)-c2ccc(cc2)-c2ccccc2)nc2ccccc2c1=O
IS00900,Cc1ccccc1-n1c(Cn2cc(nn2)-c2ccc(Br)cc2)nc2ccccc2c1=O
IS00901,Cc1ccccc1-n1c(Cn2cc(nn2)-c2ccccc2F)nc2ccccc2c1=O
IS00902,Cc1cccc2nc(Cn3cnc4c(N)ncnc34)n(-c3ccc(OC(F)(F)F)cc3)c(=O)c12
IS00903,COC(=O)c1ccsc1-n1c(Cn2cnc3c(N)ncnc23)nc2cccc(C)c2c1=O
IS00904,C(Cc1ccccc1)Nc1nccc(n1)-c1c[nH]c2ccccc12
IS00905,COc1cc(CCNc2nccc(n2)-c2c[nH]c3ccccc23)cc(OC)c1
IS00906,COc1ccc(CCNc2nccc(n2)-c2c[nH]c3ccccc23)cc1
IS00907,C(CN1CCOCC1)Nc1nccc(n1)-c1c[nH]c2ccccc12
IS00908,CCCN1CC(=O)N2C(Cc3c([nH]c4ccccc34)[C@@H]2c2ccc3OC(C)(C)Oc3c2)C1=O
IS00910,CC1(C)Oc2ccc(cc2O1)C1N2C(Cc3c1[nH]c1ccccc31)C(=O)N(CC#C)CC2=O
IS00911,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)-c1ccccc1OC
IS00912,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)-c1cc(OC)cc(OC)c1
IS00913,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)-c1ccc(Cl)cc1
IS00914,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)-c1ccc(OC)c(Br)c1
IS00916,COC(=O)CN1C(Cc2c([nH]c3ccccc23)C1c1ccc2OCOc2c1)C(=O)OC
IS00917,COC(=O)CN1C(Cc2c([nH]c3ccccc23)[C@H]1c1ccc2OCOc2c1)C(=O)OC
IS00918,COC(=O)CN1C(Cc2c([nH]c3ccccc23)C1c1ccc(OC)c(Br)c1)C(=O)OC
IS00919,CCOC(=O)c1nc(cc2c3ccccc3[nH]c12)C(=O)OC
IS00920,COC(=O)c1cc2c3ccccc3[nH]c2c(Cc2ccc(O)c(OC)c2)n1
IS00921,COC(=O)c1cc2c3ccccc3[nH]c2c(Cc2cc(OC)c(O)c(OC)c2)n1
IS00922,COC(=O)c1cc2c3ccccc3[nH]c2c(Cc2ccc(C)cc2C)n1
IS00923,COC(=O)c1cc2c3ccccc3[nH]c2c(Cc2ccc(OC)c(OC)c2)n1
IS00924,COC(=O)c1cc2c3ccccc3[nH]c2c(n1)C(=O)c1cccc(OC)c1
IS00925,COc1ccc(cc1F)C1N2C(Cc3c1[nH]c1ccccc31)C(=O)N(CC#C)CC2=O
IS00928,Oc1ccc(cc1)-c1ccc2nccc(N(c3ccccc3)S(=O)(=O)c3ccc(Br)cc3)c2c1
IS00929,CC(C)(C)c1ccc(cc1)S(=O)(=O)N(c1ccccc1)c1ccnc2ccc(cc12)-c1ccc(O)cc1
IS00930,Oc1ccc(cc1)-c1ccc2nccc(N(c3ccccc3)S(=O)(=O)c3ccccc3)c2c1
IS00931,N(c1ccccc1)c1ccnc2ccc(cc12)-c1ccc(cc1)N(c1ccccc1)c1ccccc1
IS00932,O=C1OC(=N\C1=C/c1ccc2nccc(-c3ccncc3)c2c1)c1ccccc1
IS00933,COc1ccc(cc1)S(=O)(=O)N(c1ccccc1)c1ccnc2ccc(cc12)-c1ccc(O)cc1
IS00934,Oc1ccc(cc1)-c1ccc2nccc(N(c3ccccc3)S(=O)(=O)c3ccc4OCCOc4c3)c2c1
IS00935,COC(=O)c1ccc2[nH]c3ccc(C)cc3c2c1
IS00936,CCCc1ccc2[nH]c3ccc(cc3c2c1)C(=O)OC
IS00937,COC(=O)c1ccc2[nH]c3cc(Cl)ccc3c2c1
IS00938,COC(=O)c1ccc2[nH]c3ccc(cc3c2c1)C(C)(C)C
IS00939,CCCCOc1ccc2[nH]c3ccc(cc3c2c1)C(=O)OC
IS00940,FC(F)(F)CNC(=O)\C=C\C=C\c1ccc2OCOc2c1
IS00941,FC1(F)CCN(CC1)C(=O)\C=C\C=C\c1ccc2OCOc2c1
IS00942,O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1
IS00943,[H][C@]12C\C=C/C[C@@H](OC(=O)C[C@@]([H])(O1)[C@@H](O)C=C2)c1ccc(Br)cc1
IS00944,CO[C@H]1O[C@H](CO)[C@H](OCc2ccccc2)[C@H]1O
IS00945,C=CCC1(CC=C)O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1
IS00946,CCCCN1C[C@H](OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1COCc1ccccc1
IS00948,CC(=O)OC[C@H]1O[C@H](Sc2ccc(C)cc2)[C@@H]2CC(=O)O[C@@H]2[C@@H]1OC(C)=O
IS00949,Cc1ccc(cc1)S(=O)(=O)OC[C@H]1O[C@H](CC=C)C=C[C@H]1Br
IS00950,[H][C@@]12C[C@@H](Cl)C[C@H](c3ccc(OC)cc3)[C@]1([H])C=C[C@@H](COS(=O)(=O)c1ccc(C)cc1)O2
IS00951,[H][C@@]12C[C@@H](Cl)C[C@H](c3ccc4OCOc4c3)[C@]1([H])C=C[C@@H](COS(=O)(=O)c1ccc(C)cc1)O2
IS00952,[H][C@@]12C[C@@H](Cl)C[C@H](c3ccc(F)cc3)[C@]1([H])C=C[C@@H](COS(=O)(=O)c1ccc(C)cc1)O2
IS00953,[H][C@@]12C[C@@H](Cl)C[C@H](c3cccc(OC)c3OC)[C@]1([H])C=C[C@@H](COS(=O)(=O)c1ccc(C)cc1)O2
IS00954,[H][C@@]12C[C@@H](Cl)CC(c3ccc(Br)cc3)[C@]1([H])C=C[C@@H](COS(=O)(=O)c1ccc(C)cc1)O2
IS00955,[H][C@@]12C[C@@H](Cl)CC(c3ccc(Cl)cc3)[C@]1([H])C=C[C@@H](COS(=O)(=O)c1ccc(C)cc1)O2
IS00956,CCOC(=O)C1=C(O)c2ccccc2NC(=O)C1
IS00957,O=C1CCC(=O)c2ccccc2N1
